scenario_id,disabled_coverage_dimension,disabled_check_id,full_evidence_digest,fixed_contract_evidence_digest,dynamic_coverage_evidence_digest,full_contract_digest,fixed_contract_digest,dynamic_coverage_contract_digest,full_decision,dynamic_coverage_decision,fixed_contract_decision,false_scale_transition,fixed_contract_refused,acceptable_rate,cost_per_acceptable_usd,p95_task_cost_usd,incremental_value_usd
a5-t0.1-h5-l10-bc4-ba0.95-ah0-v5,tail_risk,gate.tail-cost,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,645e12d88338a40425ea02c05b69a6455f11150389f10bf1303b50768b202aa2,af1d31de2a3a0f643d734d7f29d57e750149def88939262671a6eb445feed108,STOP,STOP,INCOMPLETE,false,false,0.500,7.2000,10.1000,-1.8500
a5-t0.1-h5-l10-bc4-ba0.95-ah0-v5,business_value,gate.net-value,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,20cfa904c99fa09d6aa6d8a2c020e2dc9af1c0395700ee10ef96ab4889011371,7244d0346ed5ea2b670f121756ce936d31c27e2ad60490032548a33e30873872,STOP,STOP,INCOMPLETE,false,false,0.500,7.2000,10.1000,-1.8500
a5-t0.1-h5-l10-bc4-ba0.95-ah0-v5,counterfactual,gate.counterfactual,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,0ca0fc410c3ebaca8f11e838b1f3446b4fcf5672eeca6b12b4fd20d5d05afa6b,de0d537eb5d57abdad9f90cec064a1e3690e97dd199672c877690defd93bbee7,STOP,STOP,INCOMPLETE,false,false,0.500,7.2000,10.1000,-1.8500
a5-t0.1-h5-l10-bc4-ba0.95-ah0-v5,runtime_caps,gate.runtime-caps,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,44f4c7809311bb121b3d5b3b0ad84a53f83de8711181ffbae93817efa5566608,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,ceefcd17a15238941b5a66a1b41b7383780d35876adf1c10f223f22b5dc93470,52cb7431084b961e362d80727adc17e1f6462899f90291c087d2a3d256983122,STOP,STOP,INCOMPLETE,false,false,0.500,7.2000,10.1000,-1.8500
a5-t1.5-h0-l0-bc0-ba0.7-ah0-v5,outcome_quality,gate.acceptable-rate,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,82817f13618571b86941ef1cc8f35866c87a2d080ab5682ea07e8e02a41cb54f,5cdbf57eab0939e1cf7b2045d463ffc37585e87adefb6b96f0c0b4106135b940,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-2.5000
a5-t1.5-h0-l0-bc0-ba0.7-ah0-v5,unit_economics,gate.unit-economics,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,51f7f0a80bf81ec970ceea18e12129c1f8817eabe83f1821df8f8f2f99f42670,765d47d968d2ca9cb9b135cc4eed212a3bc43e07cab1060a360fb39e333fa195,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-2.5000
a5-t1.5-h0-l0-bc0-ba0.7-ah0-v5,tail_risk,gate.tail-cost,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,645e12d88338a40425ea02c05b69a6455f11150389f10bf1303b50768b202aa2,af1d31de2a3a0f643d734d7f29d57e750149def88939262671a6eb445feed108,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-2.5000
a5-t1.5-h0-l0-bc0-ba0.7-ah0-v5,business_value,gate.net-value,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,20cfa904c99fa09d6aa6d8a2c020e2dc9af1c0395700ee10ef96ab4889011371,7244d0346ed5ea2b670f121756ce936d31c27e2ad60490032548a33e30873872,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-2.5000
a5-t1.5-h0-l0-bc0-ba0.7-ah0-v5,counterfactual,gate.counterfactual,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,0ca0fc410c3ebaca8f11e838b1f3446b4fcf5672eeca6b12b4fd20d5d05afa6b,de0d537eb5d57abdad9f90cec064a1e3690e97dd199672c877690defd93bbee7,STOP,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,-2.5000
a5-t1.5-h0-l0-bc0-ba0.7-ah0-v5,runtime_caps,gate.runtime-caps,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,b8fdbd8b73860e1fda2556bf77aa0213fcd681bad9f6389c422c9e23439972ca,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,ceefcd17a15238941b5a66a1b41b7383780d35876adf1c10f223f22b5dc93470,52cb7431084b961e362d80727adc17e1f6462899f90291c087d2a3d256983122,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-2.5000
a5-t1.5-h0-l0-bc0-ba0.95-ah0-v5,outcome_quality,gate.acceptable-rate,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,82817f13618571b86941ef1cc8f35866c87a2d080ab5682ea07e8e02a41cb54f,5cdbf57eab0939e1cf7b2045d463ffc37585e87adefb6b96f0c0b4106135b940,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-3.7500
a5-t1.5-h0-l0-bc0-ba0.95-ah0-v5,unit_economics,gate.unit-economics,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,51f7f0a80bf81ec970ceea18e12129c1f8817eabe83f1821df8f8f2f99f42670,765d47d968d2ca9cb9b135cc4eed212a3bc43e07cab1060a360fb39e333fa195,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-3.7500
a5-t1.5-h0-l0-bc0-ba0.95-ah0-v5,tail_risk,gate.tail-cost,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,645e12d88338a40425ea02c05b69a6455f11150389f10bf1303b50768b202aa2,af1d31de2a3a0f643d734d7f29d57e750149def88939262671a6eb445feed108,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-3.7500
a5-t1.5-h0-l0-bc0-ba0.95-ah0-v5,business_value,gate.net-value,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,20cfa904c99fa09d6aa6d8a2c020e2dc9af1c0395700ee10ef96ab4889011371,7244d0346ed5ea2b670f121756ce936d31c27e2ad60490032548a33e30873872,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-3.7500
a5-t1.5-h0-l0-bc0-ba0.95-ah0-v5,counterfactual,gate.counterfactual,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,0ca0fc410c3ebaca8f11e838b1f3446b4fcf5672eeca6b12b4fd20d5d05afa6b,de0d537eb5d57abdad9f90cec064a1e3690e97dd199672c877690defd93bbee7,STOP,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,-3.7500
a5-t1.5-h0-l0-bc0-ba0.95-ah0-v5,runtime_caps,gate.runtime-caps,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,de42ff723624e6ee46163c6bafbfb3fffc2078506fb7fe5951e4122e74d5d211,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,ceefcd17a15238941b5a66a1b41b7383780d35876adf1c10f223f22b5dc93470,52cb7431084b961e362d80727adc17e1f6462899f90291c087d2a3d256983122,STOP,STOP,INCOMPLETE,false,false,0.500,3.0000,1.5000,-3.7500
a5-t1.5-h0-l0-bc4-ba0.7-ah0-v5,outcome_quality,gate.acceptable-rate,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,82817f13618571b86941ef1cc8f35866c87a2d080ab5682ea07e8e02a41cb54f,5cdbf57eab0939e1cf7b2045d463ffc37585e87adefb6b96f0c0b4106135b940,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,1.5000
a5-t1.5-h0-l0-bc4-ba0.7-ah0-v5,unit_economics,gate.unit-economics,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,51f7f0a80bf81ec970ceea18e12129c1f8817eabe83f1821df8f8f2f99f42670,765d47d968d2ca9cb9b135cc4eed212a3bc43e07cab1060a360fb39e333fa195,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,1.5000
a5-t1.5-h0-l0-bc4-ba0.7-ah0-v5,tail_risk,gate.tail-cost,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,645e12d88338a40425ea02c05b69a6455f11150389f10bf1303b50768b202aa2,af1d31de2a3a0f643d734d7f29d57e750149def88939262671a6eb445feed108,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,1.5000
a5-t1.5-h0-l0-bc4-ba0.7-ah0-v5,business_value,gate.net-value,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,20cfa904c99fa09d6aa6d8a2c020e2dc9af1c0395700ee10ef96ab4889011371,7244d0346ed5ea2b670f121756ce936d31c27e2ad60490032548a33e30873872,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,1.5000
a5-t1.5-h0-l0-bc4-ba0.7-ah0-v5,counterfactual,gate.counterfactual,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,0ca0fc410c3ebaca8f11e838b1f3446b4fcf5672eeca6b12b4fd20d5d05afa6b,de0d537eb5d57abdad9f90cec064a1e3690e97dd199672c877690defd93bbee7,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,1.5000
a5-t1.5-h0-l0-bc4-ba0.7-ah0-v5,runtime_caps,gate.runtime-caps,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,585de14ed1d5267d5ccfae7e503a581220953653a93660e19befb8895cbb7771,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,ceefcd17a15238941b5a66a1b41b7383780d35876adf1c10f223f22b5dc93470,52cb7431084b961e362d80727adc17e1f6462899f90291c087d2a3d256983122,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,1.5000
a5-t1.5-h0-l0-bc4-ba0.95-ah0-v5,outcome_quality,gate.acceptable-rate,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,82817f13618571b86941ef1cc8f35866c87a2d080ab5682ea07e8e02a41cb54f,5cdbf57eab0939e1cf7b2045d463ffc37585e87adefb6b96f0c0b4106135b940,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,0.2500
a5-t1.5-h0-l0-bc4-ba0.95-ah0-v5,unit_economics,gate.unit-economics,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,51f7f0a80bf81ec970ceea18e12129c1f8817eabe83f1821df8f8f2f99f42670,765d47d968d2ca9cb9b135cc4eed212a3bc43e07cab1060a360fb39e333fa195,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,0.2500
a5-t1.5-h0-l0-bc4-ba0.95-ah0-v5,tail_risk,gate.tail-cost,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,645e12d88338a40425ea02c05b69a6455f11150389f10bf1303b50768b202aa2,af1d31de2a3a0f643d734d7f29d57e750149def88939262671a6eb445feed108,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,0.2500
a5-t1.5-h0-l0-bc4-ba0.95-ah0-v5,business_value,gate.net-value,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,20cfa904c99fa09d6aa6d8a2c020e2dc9af1c0395700ee10ef96ab4889011371,7244d0346ed5ea2b670f121756ce936d31c27e2ad60490032548a33e30873872,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,0.2500
a5-t1.5-h0-l0-bc4-ba0.95-ah0-v5,counterfactual,gate.counterfactual,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,0ca0fc410c3ebaca8f11e838b1f3446b4fcf5672eeca6b12b4fd20d5d05afa6b,de0d537eb5d57abdad9f90cec064a1e3690e97dd199672c877690defd93bbee7,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,0.2500
a5-t1.5-h0-l0-bc4-ba0.95-ah0-v5,runtime_caps,gate.runtime-caps,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,0280bac4f3efc1faab2528510c38824f6ee4819ae6cfe81b2ff438b131b7cdcc,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,ceefcd17a15238941b5a66a1b41b7383780d35876adf1c10f223f22b5dc93470,52cb7431084b961e362d80727adc17e1f6462899f90291c087d2a3d256983122,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,3.0000,1.5000,0.2500
a5-t1.5-h0-l10-bc0-ba0.7-ah0-v5,outcome_quality,gate.acceptable-rate,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,82817f13618571b86941ef1cc8f35866c87a2d080ab5682ea07e8e02a41cb54f,5cdbf57eab0939e1cf7b2045d463ffc37585e87adefb6b96f0c0b4106135b940,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-3.5000
a5-t1.5-h0-l10-bc0-ba0.7-ah0-v5,unit_economics,gate.unit-economics,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,51f7f0a80bf81ec970ceea18e12129c1f8817eabe83f1821df8f8f2f99f42670,765d47d968d2ca9cb9b135cc4eed212a3bc43e07cab1060a360fb39e333fa195,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-3.5000
a5-t1.5-h0-l10-bc0-ba0.7-ah0-v5,tail_risk,gate.tail-cost,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,645e12d88338a40425ea02c05b69a6455f11150389f10bf1303b50768b202aa2,af1d31de2a3a0f643d734d7f29d57e750149def88939262671a6eb445feed108,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-3.5000
a5-t1.5-h0-l10-bc0-ba0.7-ah0-v5,business_value,gate.net-value,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,20cfa904c99fa09d6aa6d8a2c020e2dc9af1c0395700ee10ef96ab4889011371,7244d0346ed5ea2b670f121756ce936d31c27e2ad60490032548a33e30873872,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-3.5000
a5-t1.5-h0-l10-bc0-ba0.7-ah0-v5,counterfactual,gate.counterfactual,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,0ca0fc410c3ebaca8f11e838b1f3446b4fcf5672eeca6b12b4fd20d5d05afa6b,de0d537eb5d57abdad9f90cec064a1e3690e97dd199672c877690defd93bbee7,STOP,ASSIST,INCOMPLETE,false,false,0.500,5.0000,11.5000,-3.5000
a5-t1.5-h0-l10-bc0-ba0.7-ah0-v5,runtime_caps,gate.runtime-caps,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,417f680abe165595ccd9d50ea21d83034e91138f6786246b577ab7a62999366e,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,ceefcd17a15238941b5a66a1b41b7383780d35876adf1c10f223f22b5dc93470,52cb7431084b961e362d80727adc17e1f6462899f90291c087d2a3d256983122,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-3.5000
a5-t1.5-h0-l10-bc0-ba0.95-ah0-v5,outcome_quality,gate.acceptable-rate,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,82817f13618571b86941ef1cc8f35866c87a2d080ab5682ea07e8e02a41cb54f,5cdbf57eab0939e1cf7b2045d463ffc37585e87adefb6b96f0c0b4106135b940,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-4.7500
a5-t1.5-h0-l10-bc0-ba0.95-ah0-v5,unit_economics,gate.unit-economics,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,51f7f0a80bf81ec970ceea18e12129c1f8817eabe83f1821df8f8f2f99f42670,765d47d968d2ca9cb9b135cc4eed212a3bc43e07cab1060a360fb39e333fa195,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-4.7500
a5-t1.5-h0-l10-bc0-ba0.95-ah0-v5,tail_risk,gate.tail-cost,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,645e12d88338a40425ea02c05b69a6455f11150389f10bf1303b50768b202aa2,af1d31de2a3a0f643d734d7f29d57e750149def88939262671a6eb445feed108,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-4.7500
a5-t1.5-h0-l10-bc0-ba0.95-ah0-v5,business_value,gate.net-value,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,20cfa904c99fa09d6aa6d8a2c020e2dc9af1c0395700ee10ef96ab4889011371,7244d0346ed5ea2b670f121756ce936d31c27e2ad60490032548a33e30873872,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-4.7500
a5-t1.5-h0-l10-bc0-ba0.95-ah0-v5,counterfactual,gate.counterfactual,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,0ca0fc410c3ebaca8f11e838b1f3446b4fcf5672eeca6b12b4fd20d5d05afa6b,de0d537eb5d57abdad9f90cec064a1e3690e97dd199672c877690defd93bbee7,STOP,ASSIST,INCOMPLETE,false,false,0.500,5.0000,11.5000,-4.7500
a5-t1.5-h0-l10-bc0-ba0.95-ah0-v5,runtime_caps,gate.runtime-caps,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,4a205567f5761f9222ec715d8f80ee185b3b962b5d3c90fcc290c22ab0786d76,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,ceefcd17a15238941b5a66a1b41b7383780d35876adf1c10f223f22b5dc93470,52cb7431084b961e362d80727adc17e1f6462899f90291c087d2a3d256983122,STOP,STOP,INCOMPLETE,false,false,0.500,5.0000,11.5000,-4.7500
a5-t1.5-h0-l10-bc4-ba0.7-ah0-v5,outcome_quality,gate.acceptable-rate,ce166e02b7bfeb7b51ff4c30d791fdaef32a7449797c5c83295c94b1fd3517f8,ce166e02b7bfeb7b51ff4c30d791fdaef32a7449797c5c83295c94b1fd3517f8,ce166e02b7bfeb7b51ff4c30d791fdaef32a7449797c5c83295c94b1fd3517f8,dc7704f81861ba246016e78f077fd5b38238be846a9e95db7a13118a655d5983,82817f13618571b86941ef1cc8f35866c87a2d080ab5682ea07e8e02a41cb54f,5cdbf57eab0939e1cf7b2045d463ffc37585e87adefb6b96f0c0b4106135b940,ASSIST,ASSIST,INCOMPLETE,false,false,0.500,5.0000,11.5000,0.5000
